,tconst,actors,originalTitle,genres,directors,writers,averageRating,numVotes,language
39001,tt7948998,"nm4762994,nm7284951,nm6556997,nm4139037,nm4124560,nm1431939,nm1674339,nm0608012,nm0319826,nm8470800",God Friended Me,"Comedy,Drama,Fantasy","nm0796864,nm0335337,nm0608012,nm0625065,nm0808376,nm0110644,nm0197700,nm0205542,nm2451007,nm0277830,nm0587508,nm0113073,nm0171122,nm0194299,nm2287980,nm1437396,nm0001718,nm0795223,nm1318897,nm3768241,nm3260333,nm1674339","nm4248129,nm1431939,nm1674339,nm2272312,nm1987232,nm4582946,nm2599909,nm7304408,nm0401465,nm6282363,nm1829800,nm1590309,nm10571356,nm8259318,nm1770796,nm5365495,nm1621092,nm0911722,nm6893205,nm1824665,nm4725258",6.9,7189,en
39009,tt7949196,"nm6736366,nm4502102,nm0140887,nm2854112,nm0730455,nm0875979,nm0000496,nm3014840,nm0477127,nm3768164",Sacred Lies,"Drama,Horror","nm0934525,nm0101908,nm0284308,nm0332740,nm0243109,nm3998161,nm2585671","nm3312255,nm10725843,nm0875979,nm2960893,nm3160583,nm2077866,nm0568416,nm4109868,nm3417272,nm11866307,nm5080696",7.4,753,en
39017,tt7949200,"nm3462599,nm7500905,nm1438350,nm10225806,nm10225807,nm10225808,nm0597654,nm8349893,nm0128070,nm6179814",Nicky Jam: El Ganador,"Biography,Music",nm0855843,"nm3122088,nm1849294,nm3465517,nm1892876,nm13523858,nm0855843",7.7,1198,en
39018,tt7949204,"nm0000235,nm10020357,nm0492153,nm5954280,nm5405440,nm2108496,nm1264007,nm3188162,nm6310745,nm0001282",Chambers,"Drama,Fantasy,Horror","nm0004234,nm1488800,nm2978148,nm0001282,nm0327466,nm1036527,nm1203789,nm3370884","nm1304613,nm1556992,nm8407221,nm2108496,nm2642918,nm4868455,nm1179937,nm1734038",6.4,8785,en
39026,tt7949218,"nm2070427,nm0597388,nm1679778,nm2623492,nm0131235,nm1140275,nm5994098,nm5050435,nm2138746,nm5863722",See,"Action,Drama,Sci-Fi","nm0257775,nm0870295,nm1349376,nm0724757,nm0839660,nm0148116","nm1140275,nm8705831,nm6554308,nm4286502,nm2267086,nm1734038,nm2379544,nm4532532,nm1730031,nm1766619,nm0795222,nm3601750,nm0575151,nm0006809,nm4133703,nm2391773,nm3991314,nm8986932",7.6,86695,en
39037,tt7950706,"nm0211470,nm2636108,nm7006860,nm0383603,nm1507717,nm0819487,nm1839162,nm0195439,nm1765800,nm0818281",Leonardo,"Biography,Drama,History","nm0672873,nm0128636","nm0819487,nm1839162,nm0038864",7.2,3654,fr
39048,tt7958782,"nm1051245,nm0498956,nm0395203,nm0440229,nm1446972,nm0254213,nm0809720,nm5792898,nm0001288,nm2790561",Proven Innocent,"Crime,Drama,Mystery","nm0222043,nm0444709,nm0000750,nm2165614,nm1457361,nm0679662,nm0961594,nm0726638,nm0834960,nm0005522","nm0922388,nm0254213,nm0035952,nm0834960,nm0514735,nm2551846,nm6840748,nm4024003,nm0285969,nm0465863,nm2064480,nm4784537",6.5,2981,en
39055,tt7960258,"nm9603499,nm2010431,nm0480765,nm1209267,nm0253835,nm7943707,nm7652354,nm8897803,nm3111053,nm0618467",Fugueuse,Drama,nm1100565,nm0020840,7.7,508,en
39059,tt7964088,"nm8787094,nm6929969,nm6728149,nm2149245,nm7582418,nm1328775,nm6662487,nm2893431,nm2966078,nm7770751",Gakuen Bebishittazu,"Animation,Comedy,Drama",nm13071428,"nm2405043,nm9641260",7.7,874,en
39063,tt7965440,"nm10752352,nm2702696,nm0369357,nm10162881,nm0878288,nm0822101,nm0868334,nm5690286,nm0809402,nm8800062",The Dead Lands,"Action,Fantasy,Horror","nm1317966,nm0403628",nm0822101,6.0,1081,en
39069,tt7965802,"nm3602913,nm2893431,nm5518120,nm1312191,nm1948682,nm6616990,nm2134328,nm6841973,nm3291094,nm2235955",Megalo Box,"Action,Animation,Drama",nm8125525,"nm1122594,nm6705606,nm0541239,nm0568772,nm2440538",7.8,3421,en
39075,tt7967262,"nm7920796,nm0425005,nm3167341,nm10496103,nm11517303,nm10078042,nm12581562,nm12893276,nm1349924,nm9893604",The Titan Games,"Game-Show,Reality-TV","nm1637779,nm1329435,nm1541136",nm0425005,7.1,3553,en
39079,tt7967862,"nm4489117,nm4855517,nm3929163",Screen Rant Pitch Meetings,Comedy,nm4489117,nm4489117,9.3,1205,en
39081,tt7971476,"nm9979688,nm4805317,nm3614913,nm2377903,nm7879234,nm0107302,nm1004299,nm0614682,nm6981796,nm7466966",The Politician,"Comedy,Drama","nm0394586,nm1004299,nm0107302,nm0000166,nm4270072,nm0614682,nm0205542,nm2064480,nm0007008","nm0107302,nm1004299,nm0614682,nm6101451",7.5,23150,en
39091,tt7976532,"nm2928445,nm1869756,nm4299091,nm3755026,nm0046276,nm1753862,nm1058814,nm1486994,nm9613040,nm5947788",Laibeu,"Comedy,Crime,Drama","nm12366496,nm12366497,nm2153361",nm2344114,8.3,1382,en
39097,tt7978710,"nm7429639,nm9504144,nm2932868,nm2944424,nm3338130,nm2616557,nm3265752,nm2299231,nm1601080,nm0283253",Sword Art Online Alternative: Gun Gale Online,"Action,Adventure,Animation","nm2600512,nm0840691,nm3474561,nm3464791,nm4303848,nm8961295,nm1803423,nm9589318,nm8201359,nm6323953","nm0902135,nm4986613,nm0475853,nm3611264",6.8,2468,fr
39102,tt7978912,"nm8808335,nm1925584,nm0830556,nm4306222,nm0334150,nm2940028,nm0970805,nm0817780,nm1193045,nm0492687",The Bletchley Circle: San Francisco,"Crime,Drama,History","nm0292468,nm0367524,nm0190597,nm0737517","nm0123434,nm2940028,nm0533853,nm0296929,nm0897018,nm5148446",6.8,2691,ja
39107,tt7981562,"nm9615338,nm7116113,nm2498552,nm3768644,nm1343846,nm3787759,nm6111443,nm9946376,nm0025548,nm10036402",Ildan Ddeugeobge Chungsohara,"Comedy,Romance",nm3933893,\N,7.0,1738,en
39114,tt7988304,"nm2666724,nm7368158,nm7368157,nm2901230,nm7098092,nm1244603,nm9618803,nm9618804,nm2020881,nm1695893",The Young Offenders,Comedy,"nm2420679,nm5027657,nm1244603,nm2503466,nm3323856","nm6224331,nm1244603,nm1446518,nm0409854,nm6980230,nm4403954,nm7926702,nm2542687,nm2876088",8.0,4253,fr
39118,tt8000638,"nm0004986,nm0647634,nm4511652,nm5381254,nm6974206,nm6844237,nm0005216,nm2269746,nm0573134,nm5174220",Sorry for Your Loss,Drama,"nm1242054,nm0414337,nm0873266,nm0025978,nm0044803,nm4227232,nm0950506,nm0133773,nm2703824,nm0191697,nm2534923,nm1735543,nm0791381","nm6844237,nm4871182,nm1082685,nm3558363,nm4019625,nm1618220,nm3004035,nm4131127,nm4909384,nm9985720,nm2841432,nm5408186,nm4799372",7.4,2845,en
39128,tt8000674,"nm4937548,nm0523742,nm0491259,nm4139037,nm1896736,nm1072409,nm5077137,nm3529685,nm0869467,nm5305484",Little America,"Comedy,Drama","nm0576548,nm2309735,nm2997306,nm1312731,nm1571761,nm0620576,nm2936539,nm1294036,nm2704505,nm1549343,nm0471489,nm1301113,nm1597602,nm2700559,nm0726638,nm2660273","nm1072409,nm5077137,nm3529685,nm2402093,nm2336119,nm1571761,nm4466705,nm2090270,nm1891632,nm2309735,nm2997306,nm4396670,nm4133974,nm6898393,nm6607396,nm1768285,nm2685554,nm5327969,nm11581720,nm1520649,nm2660273",7.6,3482,en
39140,tt8001036,"nm4332060,nm5824400,nm3584268,nm5166444,nm0288976,nm0587060,nm0540585,nm0873744,nm3455151,nm5806210",The Trial of Christine Keeler,"Drama,History","nm3291338,nm2801121",nm0168623,6.9,1910,en
39148,tt8001092,"nm3332587,nm5999355,nm6267130,nm0000166,nm0000293,nm0101178,nm0544334,nm5851109,nm10826012,nm0726262",World on Fire,"Drama,War","nm4800248,nm2553744,nm0933002,nm0621168,nm4576495,nm0170078,nm2343528",nm0101178,7.3,5469,en
39159,tt8001106,"nm11096751,nm3042346,nm0531808,nm0473577,nm3112470,nm10064281,nm0620267,nm4345254,nm0609403,nm0645381",Giri/Haji,"Crime,Drama,Mystery","nm0267497,nm1271464",nm3620967,7.8,14926,en
39167,tt8001250,"nm0398431,nm11975324,nm8568728,nm6464336,nm9042393,nm8412400,nm2738467,nm9857034,nm6514545,nm10351410",Siempre Bruja,"Drama,Fantasy","nm2160742,nm2849107,nm1903155","nm0663365,nm0900220,nm9777939,nm9625962",6.3,2566,en
39172,tt8001718,"nm9716268,nm6349873,nm5680310,nm1983843,nm8684137,nm1691845,nm2325798,nm3385609,nm0389527,nm3617468",Prince of Peoria,"Comedy,Family","nm1339949,nm0546756,nm1451137,nm0431908,nm0507629,nm0483302,nm1489118,nm0566849","nm1691845,nm2325798,nm4127963,nm1598169,nm1134149,nm1426365,nm1147756,nm1818154,nm1037777,nm1547283,nm2453520,nm7768405",6.1,522,en
39177,tt8001788,"nm10527402,nm5685984,nm3193498,nm1036670,nm1596202,nm2322685,nm1907616,nm0798339,nm2216356,nm0532446",Coisa Mais Linda,"Drama,Romance","nm2317758,nm2338949,nm2365786","nm5326042,nm2322685,nm1907616,nm4140344,nm5667278",7.8,3613,fr
39185,tt8002676,"nm13456777,nm0489138,nm1361889,nm8356281,nm10450032,nm0259213,nm10476409,nm2425017,nm0032264,nm2066419",Bäst i test,Comedy,"nm0078688,nm5280830",nm0078688,8.3,613,en
39187,tt8004578,"nm11266509,nm11266462,nm11266464,nm11266508,nm7119184,nm7521857,nm11266510,nm11266567,nm11266566,nm11266568",Flint Town,"Crime,Documentary","nm2558972,nm2645985,nm4078902",\N,7.8,3809,en
39191,tt8004628,"nm0643348,nm0665550,nm0542498,nm5685980,nm3109407,nm11035756,nm10193806,nm6199208,nm10193809,nm10193807",Selection Day,Sport,"nm0006841,nm3095461","nm0089202,nm5046012,nm1386575,nm7711790,nm2479059",7.3,2294,ja
39194,tt8005176,"nm9855504,nm1298458,nm0000667,nm0265610,nm2728286,nm2687517,nm2804975,nm3247700,nm4723190,nm5665072",The Feed,"Drama,Sci-Fi","nm0471489,nm1245204,nm0002991,nm0853535,nm3393440","nm4561085,nm6800669,nm10620428,nm2444553,nm2465403",6.3,2105,en
39201,tt8005374,"nm0003620,nm3490204,nm4148126,nm0004742,nm1046097,nm3438051,nm3831303,nm0068338,nm0000225,nm3417385",Explained,Documentary,\N,"nm3438051,nm6288015,nm7454594,nm3831303,nm9077765",8.0,9460,ja
39208,tt8005626,"nm8556322,nm8186095,nm6578009,nm10978655,nm5288013,nm0090066,nm3158751,nm4832920,nm4144312,nm10100317",Swagger,"Drama,Sport","nm0355285,nm0090066,nm0177512,nm0500685,nm2831529","nm10646573,nm0090066,nm4516812,nm4168160,nm2831529,nm3145662,nm0179244,nm10197885,nm0800787,nm0888491,nm1030310",7.2,1961,en
39216,tt8006806,"nm9494579,nm0747172,nm1587175,nm2822348,nm1915913,nm1997968,nm1569768,nm0013157,nm0683496,nm8501265",Kehne Ko Humsafar Hain,Drama,"nm1121180,nm7553361,nm1826179,nm9545352,nm1667633","nm0348481,nm9519466",6.8,5339,en
39218,tt8009602,"nm2699047,nm0255362,nm3592464,nm7752440,nm0141613,nm2361949,nm0666871,nm0215682,nm6296438,nm5120200",Huge in France,Comedy,"nm2361949,nm0666871","nm4068332,nm5082181,nm2361949,nm0666871,nm0255362,nm2313586,nm3926566,nm2321238",6.8,2939,fr
39221,tt8009622,"nm6300205,nm4978139,nm1782508,nm2940487,nm6566179,nm2914302,nm1543633,nm0012948,nm1546196,nm3008608",Twelve Forever,"Action,Adventure,Animation","nm2914302,nm4874829,nm8423501,nm1103040,nm3888409","nm2940487,nm2914302,nm6300205,nm6566179,nm5078007,nm2763271",6.8,727,en
39225,tt8010544,"nm1101677,nm2233310,nm0473873,nm2837894,nm5489754,nm4808080,nm0606422,nm1465001,nm4648426,nm0649026",Persona 5: The Animation,"Action,Adventure,Animation","nm1531945,nm7118505,nm7127855,nm6894751,nm5263494,nm4733902,nm0466899,nm5895463,nm6167643,nm7832118,nm8268759,nm4940051,nm0945365","nm2801867,nm0409353",6.7,649,en
39230,tt8010592,"nm1093664,nm2023050,nm0005193,nm0004851,nm1183149,nm7852491,nm9788867,nm4639119,nm9365239,nm1558784",Inside Look: The Assassination of Gianni Versace - American Crime Story,"Documentary,Short",nm2223412,nm2223412,7.7,10096,en
39238,tt8019354,"nm0337812,nm9162344,nm5042726,nm0356515,nm1508787,nm1372455,nm2533207,nm4851686,nm5397686,nm0286894",Leif & Billy,Comedy,"nm9162344,nm5042726,nm1372455,nm10504118,nm11347210","nm9162344,nm5042726,nm1372455,nm2764395,nm11871385",8.2,693,fr
39239,tt8019444,"nm9797972,nm0228356,nm5213224,nm2696897,nm1297428,nm3072277,nm4630949,nm9797970,nm9033908,nm9797971",Aggretsuko,"Animation,Comedy,Drama",nm7429490,nm7429490,8.0,6502,en
39243,tt8019790,"nm0507097,nm4942929,nm1547964,nm0046223,nm0724656,nm1886746,nm0414365,nm1764070,nm1179677,nm1483349",Apple & Onion,"Adventure,Animation,Comedy","nm0616261,nm5563172,nm3830462,nm5906260,nm5049656,nm4942929","nm4942929,nm1966244,nm5238577,nm4383909,nm3191813,nm2990908,nm2940487,nm5565838,nm5049656,nm13930205,nm3830462,nm13929861,nm5906260,nm1226489,nm4256822,nm0697037,nm3874100,nm5712469,nm4729658,nm2111282,nm1131420,nm7810496,nm7504008,nm4192818,nm4306527,nm6269454,nm1275813,nm3194555,nm1792566,nm10052477",6.1,1907,ja
39250,tt8021824,"nm5168709,nm6872923,nm4081752,nm0001602,nm1778512,nm2715384,nm2039397,nm1486831,nm1285342,nm0551069",The Innocents,"Drama,Horror,Mystery","nm1879225,nm4385546","nm2715384,nm2039397,nm2050631,nm4111644",6.2,5969,en
39258,tt8022978,"nm0481892,nm5327243,nm9215142,nm3537172,nm7496903,nm0536805,nm6562921,nm5806321,nm1424393,nm0177587",Power Rangers Beast Morphers,"Action,Adventure,Comedy","nm0238135,nm0990308,nm0671226,nm0634012,nm0570257","nm3998014,nm3558824,nm0960417,nm0528720,nm10517764,nm9642195,nm6225946,nm2694745,nm7355913,nm0536805,nm4044782,nm0411127",6.7,655,fr
39266,tt8026448,"nm0435695,nm0373571,nm0501399,nm3082341,nm5436968,nm0389527,nm6076950,nm0563378,nm0620232,nm0815418",Tacoma FD,Comedy,"nm0373571,nm0501399,nm2054480,nm0717155,nm0398107","nm0373571,nm0501399,nm0321770,nm0417157,nm0815418,nm0191350,nm2411912,nm5212440,nm2076043,nm6726154,nm11470265,nm7832086,nm8485011,nm2805601",8.1,5923,en
39274,tt8036272,"nm3550886,nm1840504,nm4399227,nm3081796,nm3355329,nm3301854,nm4696553,nm3552751,nm2551886,nm0001290",Tuca & Bertie,"Animation,Comedy","nm5571371,nm5804517,nm2288960,nm2418646,nm2441608,nm5155264,nm4069144,nm3835324,nm0664009,nm6777259","nm3301854,nm3211813,nm10580111,nm2689523,nm2805601,nm10912742,nm1850362,nm4369688,nm2768206,nm8518379,nm2072419,nm3014665",7.4,7610,ja
39280,tt8036816,"nm0629538,nm0998074,nm8643964,nm3911573,nm1472917,nm0385644,nm2826417,nm2460445,nm6667669,nm0559144",This Close,Drama,"nm3821224,nm4885930,nm3265508,nm2416507,nm5301030","nm8643964,nm0998074",7.4,589,en
39283,tt8037706,"nm9645270,nm9645271,nm9645272,nm9670860,nm9645269",The Caterpillar Effect,"Drama,Mystery,Thriller",nm9645269,"nm9645273,nm9645269",8.9,783,en
39285,tt8038148,"nm0317875,nm1693112,nm1699333,nm1721834,nm2525166,nm2538293,nm1461377,nm2234636,nm1659900,nm0701999",El pueblo,Comedy,"nm1659900,nm3610320,nm1461377","nm2538293,nm1461377,nm2234636,nm2504347,nm5353793,nm14322215,nm1659900",7.3,768,en
39286,tt8038720,"nm7764898,nm0164929,nm0910180,nm1961009,nm0183481,nm0522393,nm9857101,nm2707511,nm9856029,nm3128129",Bulletproof,"Action,Crime,Drama","nm1319499,nm0256895,nm0522393,nm1823225,nm2575302","nm0164929,nm0522393,nm0910180,nm0952152,nm0340061,nm5560447,nm2199316",6.6,3530,en
39292,tt8042500,"nm10322700,nm0000178,nm6884515,nm3115493,nm1880888,nm8943180,nm7893886,nm1677477,nm0848554,nm3678876",Y: The Last Man,"Action,Adventure,Drama","nm3277531,nm0295003,nm0902939,nm0021772,nm0243109,nm8032591,nm2171388","nm6709072,nm0163910,nm8391720,nm1435600,nm3458490,nm2253220,nm2270199,nm11337650,nm1592205",6.0,14841,fr
39303,tt8043492,"nm2308096,nm0097765,nm4808080,nm2550198,nm1063287,nm4232585,nm4035204,nm0253528,nm2770523,nm7057100",Piano no Mori,"Adventure,Animation,Drama",nm1185804,nm2398270,7.2,976,en
39306,tt8045468,"nm6667897,nm0923266,nm1727304,nm1360860,nm0659544,nm7861459,nm3564817,nm0687947,nm3357942,nm0878600",Run,"Comedy,Romance,Thriller","nm0219491,nm1707462,nm0106230","nm7861459,nm4731437,nm1888740,nm1503347,nm0698095,nm5198866",6.2,7617,en
39313,tt8045690,"nm7549699,nm1546300,nm1761358,nm1320600,nm5362926,nm8726601,nm1049982,nm3449498,nm1008583,nm5274367",Luis Miguel: La Serie,"Biography,Drama,History","nm3183685,nm1135329,nm0344496,nm1002694","nm2110261,nm2136480,nm5733685,nm3204488,nm9130333,nm3680205,nm3783253,nm6918567,nm2951329,nm1854064,nm2808670,nm0729202,nm0765250,nm4214995",8.1,4801,en
39321,tt8050586,"nm7581510,nm3034178,nm0668845,nm2244852,nm9585639,nm2680853,nm7609875,nm0083795,nm8131872,nm4862056",The Bisexual,"Comedy,Crime,Drama",nm3034178,"nm3034178,nm2360311,nm2680853",6.4,1268,en
39328,tt8050736,"nm7093696,nm1025616,nm0653486,nm10439999,nm13993491,nm1663466,nm13993506,nm4702365,nm6685842,nm1111762",Miz & Mrs.,Reality-TV,nm0290882,\N,6.4,569,en
39332,tt8050740,"nm0726184,nm0814259,nm7905027,nm0267724,nm3112508,nm5107569,nm0835722,nm1684869,nm0726180,nm5389637",Amphibia,"Action,Adventure,Animation","nm5124810,nm8284345,nm5859016,nm1454892,nm3846340,nm9374537","nm5107569,nm5642614,nm1715628,nm4069822,nm3182995,nm6215764,nm4879914,nm3696188,nm13059454,nm3372967,nm2465391,nm8905315",8.2,6644,en
39344,tt8050756,"nm4047315,nm7362703,nm3229215,nm0005176,nm6616259,nm4869682,nm5705377,nm1480095,nm0926165,nm0726180",The Owl House,"Action,Adventure,Animation","nm5804082,nm3165434,nm9168902,nm4494567,nm3574280,nm4238786,nm1776046","nm4869682,nm5270362,nm7547254,nm10030504,nm6175268,nm5110324,nm1725077,nm1148197,nm4871026,nm10332286,nm4427702,nm6524786,nm8905315",8.4,12990,en
39360,tt8063866,"nm0369814,nm4229189,nm1697730,nm2096500,nm2055297,nm1864136,nm9898029,nm5993155,nm1222917,nm0451319",The Reluctant Landlord,Comedy,nm1635193,"nm2846089,nm0701445,nm4229189,nm0810337,nm1941294",6.5,773,en
39363,tt8064302,"nm1692978,nm0000775,nm0004802,nm4625603,nm7183747,nm0271078,nm0005188,nm3060644,nm0728936,nm1792900",Dead to Me,"Comedy,Crime,Drama","nm0020491,nm0038893,nm1719186,nm0192478,nm1203789,nm0819083,nm0843281,nm5514695,nm2534923,nm0205542,nm0315298,nm0271078,nm1637785","nm0271078,nm1292779,nm9088866,nm1241175,nm6511148,nm1585728,nm0843281,nm0071299,nm5393607,nm3228766,nm2485374,nm6975175,nm1511524,nm0732206,nm1143319,nm10683228",8.0,89360,en
39374,tt8066878,"nm0880748,nm0349052,nm1173000,nm0486426,nm2402945,nm6964049,nm6240087,nm0648065,nm4852493,nm2115450",Det som göms i snö,"Crime,Drama,Mystery","nm0027733,nm0677892,nm7087171,nm0835602","nm6964049,nm6240087,nm0675618,nm3019174",7.4,3055,en
39378,tt8068860,"nm1727825,nm0024404,nm1527905,nm4836100,nm0342488,nm0059735,nm4587059,nm13323820,nm13323821,nm7099915",Servant,"Drama,Horror,Mystery","nm0030735,nm10064730,nm0796117,nm7038607,nm2980507,nm0755261,nm2337186,nm4469445,nm3063074,nm3317268,nm5031882,nm3961122,nm3275420,nm0001093,nm3868633,nm1072411","nm0059735,nm3176830,nm10064730,nm5737776,nm0163639,nm8282035,nm4456393,nm2479029,nm8334003",7.5,37227,en
39390,tt8069036,"nm3008537,nm14299736,nm13573468,nm13224833,nm1431656,nm8179407,nm4188433,nm0788918,nm6366399,nm7803234",Bard of Blood,"Action,Adventure,Drama",nm4138262,"nm12352391,nm4415007,nm9660259",6.8,13227,en
39396,tt8078816,"nm9665673,nm1162030,nm6857187,nm10623873,nm0453385,nm7655595,nm11918824,nm9665672,nm9113439,nm1255001",Bap Jal Sajuneun Yeppeun Nuna,"Drama,Romance",nm2300117,nm9665676,8.1,6872,en
39409,tt8080054,"nm0875788,nm3653778,nm6325068,nm10027553,nm8233263,nm2992180,nm2490944,nm2072329,nm6101717,nm0094636",Patriot Act with Hasan Minhaj,"Comedy,News,Talk-Show","nm1143940,nm2740975,nm2113386,nm2953454,nm2212504","nm8014418,nm10593162,nm4306224,nm3551768,nm3653778,nm2992180,nm1823239,nm9092476,nm9836722,nm5178070,nm3140510,nm6576479,nm4176288,nm5046864,nm10392417,nm2113386",8.3,7608,fr
39413,tt8080122,"nm2745203,nm0001845,nm3947644,nm4867258,nm9347693,nm0104333,nm0248746,nm0367510,nm0634393,nm0000352",Godfather of Harlem,"Crime,Drama","nm0622897,nm1392007,nm0152640,nm1519081,nm0225416,nm0548159,nm0358184,nm0780825,nm0725983","nm0104333,nm0248746,nm7569754,nm3543478,nm3016924,nm0659353,nm12751943,nm7676096,nm3287424,nm1983565,nm0028982,nm1982955",8.1,14965,en
39424,tt8083832,"nm1055621,nm8447132,nm7220152,nm1390122,nm5877764,nm13668089,nm3718915,nm4702575,nm5250251,nm4172473",Meomchoogo Sipeun Soongan: Eobawoottaim,Fantasy,nm5273257,nm12403499,6.9,645,en
39428,tt8084058,"nm6461225,nm0417520,nm6027947,nm0423080,nm1333445,nm0466689,nm3780600,nm5680859,nm1884875,nm9948498",Syucheu,"Crime,Drama,Thriller",nm6982001,"nm1740242,nm9690078,nm0466689",7.4,713,en
39436,tt8086718,"nm7121595,nm6793636,nm2316240,nm1948682,nm0465160,nm3514770,nm4987686,nm5001722,nm2571848,nm3414040",Grand Blue,"Adventure,Animation,Comedy","nm0847294,nm1768204,nm9462287,nm7240680,nm2266181,nm9794972,nm0462063,nm9377823,nm2150842","nm3911109,nm0847294,nm10486058",7.9,3339,en
39449,tt8090388,"nm0014215,nm2270541,nm4627341,nm1753862,nm2011387,nm6111363,nm1165906,nm2067983,nm9549627,nm11441356",Miseu Hammurabi,"Comedy,Drama,Romance",nm3775730,nm9671071,7.5,611,en
39454,tt8098956,"nm2987241,nm9747618,nm6692920,nm0062636,nm0430667,nm8152860,nm6596215,nm0043931,nm0227681,nm1403982",Noughts + Crosses,"Drama,Romance,Sci-Fi","nm7114996,nm0391905","nm4618645,nm0085761,nm7940062,nm0925980,nm6800669,nm5560447,nm13499844",6.2,2660,en
39460,tt8101768,"nm2332736,nm7882673,nm2491682,nm0001616,nm0022306,nm0141953,nm1827488,nm5363714,nm2342614,nm2577076",The Bobby Brown Story,"Biography,Drama,Music",nm3240470,nm2226110,7.4,840,en
39462,tt8101850,"nm3707003,nm4023073,nm2512132,nm0005186,nm0644022,nm4369688,nm2171685,nm8615352,nm10967786,nm4377526",Undone,"Animation,Drama,Fantasy",nm0401563,"nm4369688,nm2171685,nm4999371,nm4215202,nm1665958,nm3355108,nm3211813,nm4389173,nm3632835,nm1934923",8.2,21200,en
39473,tt8103070,"nm1795989,nm5994559,nm7263948,nm7875835,nm0205127,nm0687096,nm6874403,nm8969330,nm2859626,nm1344966",Legacies,"Adventure,Drama,Fantasy","nm0402493,nm2022694,nm0021592,nm0438971,nm0795223,nm0113073,nm1269404,nm0335337,nm0949440,nm0055493,nm0342603,nm3768241,nm0813446,nm0687096,nm2021464,nm7819089,nm1083540,nm0052059,nm0068953,nm0394032,nm0404882,nm0913587,nm0780825,nm2478453,nm2240418,nm1339949,nm1068980","nm0687096,nm3468606,nm4042419,nm2561071,nm3083432,nm1269404,nm7642046,nm2341011,nm2005012,nm9900578,nm4940073,nm1954466,nm4166033,nm3751847,nm1898703,nm1437177,nm6859632,nm0532880,nm3425029,nm4906272,nm0596711,nm13009599,nm5408186,nm1511199,nm8832307,nm2044634",7.3,32772,en
39485,tt8105958,"nm7870901,nm0880811,nm0704696,nm10188813,nm1034345,nm3590688,nm6632193,nm1372198,nm1743166,nm0850123",Distrito Salvaje,"Action,Crime,Drama","nm11713020,nm2872021,nm1659906,nm4387002","nm3590688,nm3707864,nm10274439,nm5843642,nm2208165,nm3281140,nm1921203,nm1659906,nm1942197",8.1,2001,fr
39487,tt8107988,"nm1271019,nm10098056,nm9549868,nm0960033,nm12267870,nm0997115,nm4860037,nm9706877,nm0394723,nm0436778",Carole & Tuesday,"Animation,Drama,Music","nm2026560,nm0913860","nm0913860,nm1692389,nm10500058,nm4540287,nm1986735,nm0633730,nm1661191",7.8,2178,ja
39494,tt8111088,"nm1859475,nm0050959,nm0001835,nm0002064,nm2322864,nm0269463,nm1708161,nm2442289,nm7306447,nm0741103",The Mandalorian,"Action,Adventure,Fantasy","nm0266622,nm1396048,nm0397171,nm1278887,nm0715636,nm0169806,nm0269463,nm0001675,nm0001835","nm0269463,nm0000184,nm0266622,nm1396048,nm1236653",8.7,488823,en
39506,tt8115460,"nm0245145,nm0868659,nm0502342,nm1581285,nm2345856,nm1064117,nm0466689,nm9140881,nm6698172,nm1767528",Pearson,Drama,"nm0106230,nm0506130,nm2980507,nm0689185,nm0724757,nm0777447,nm0867127,nm1719186","nm1064117,nm4615970,nm9682871,nm0466689,nm1108246,nm1721731,nm3192038",6.8,2387,en
